id,name,sector,state,contractor,implementingAgency,ministry,startDate,sanctioned_cost_cr,physical_progress,planned_progress,progress_diff,expenditure_ratio,land_acq_delay_months,geo_difficulty,monsoon_flood_risk,utility_shifting_progress,contractor_liquidity,metrology_compliance_burden,weighbridge_calibration_gap_days,gatc_test_centre_lead_days,packaged_commodities_audit_risk,jan_vishwas_relief_index,delay_days,status,label
SCR-NAD-SKL-PKG-24H,Nadikudi-Srikalahasti New Railway Line (Pkg 24H - Andhra Pradesh),Railways,Andhra Pradesh,L&T Construction,South Central Railway,Ministry of Railways,2017-06-26,2941.0,24.5,49.7,-25.2,1.549,0,0.438,0.732,81.8,0.8,0.797,54.7,66.9,0.444,0.0,325,delayed,2
PPA-POLA-DAM-PKG-25A,Polavaram Multipurpose Dam & Spillway (Pkg 25A - Andhra Pradesh),Water,Andhra Pradesh,Megha Engineering (MEIL),PPA / CWC,Ministry of Jal Shakti,2017-06-29,4770.5,35.5,50.4,-14.9,1.505,6,0.406,0.672,50.1,1.89,0.697,23.9,74.9,0.315,0.0,209,delayed,2
NHAI-VIZ-CHE-PKG-25B,Visakhapatnam-Chennai Industrial Corridor (VCIC) (Pkg 25B - Andhra Pradesh),Highways,Andhra Pradesh,KNR Constructions,NHAI,MoRTH,2017-06-29,4979.9,58.0,60.0,-2.0,1.162,0,0.402,0.696,60.5,1.26,0.759,52.2,68.4,0.339,0.0,88,at_risk,1
NHPC-DIB-HYD-PKG-01A,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 1A - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-06-30,3818.1,51.7,57.5,-5.8,1.058,0,0.898,0.855,40.3,2.16,0.627,34.5,70.2,0.248,0.0,70,at_risk,1
MORTH-ARN-FNT-PKG-01B,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 1B - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-06-30,2405.4,72.4,86.1,-13.7,1.063,0,0.942,0.935,51.2,2.16,0.788,52.4,58.4,0.54,0.0,40,at_risk,1
NHPC-DIB-HYD-PKG-02C,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 2C - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-02,2023.2,59.5,70.1,-10.6,1.071,2,0.961,0.809,35.8,1.36,0.713,31.3,61.1,0.343,0.0,39,at_risk,1
MORTH-ARN-FNT-PKG-02D,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 2D - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-02,2742.8,18.6,39.5,-20.9,1.68,6,0.969,0.881,43.9,0.72,0.721,40.7,57.5,0.429,0.0,422,delayed,2
NHPC-DIB-HYD-PKG-03E,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 3E - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-03,2634.2,87.9,85.9,2.0,1.003,2,0.958,0.928,53.0,1.35,0.621,16.0,70.2,0.366,0.0,24,on_track,0
MORTH-ARN-FNT-PKG-03F,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 3F - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-03,3948.0,48.2,50.5,-2.3,1.03,18,0.976,0.876,81.9,1.08,0.739,50.9,57.6,0.437,0.0,15,on_track,0
NHPC-DIB-HYD-PKG-04G,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 4G - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-03,3729.6,46.5,52.4,-5.9,1.082,0,0.952,0.883,56.2,1.89,0.686,15.1,62.3,0.421,0.0,35,at_risk,1
MORTH-ARN-FNT-PKG-04H,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 4H - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-03,3692.5,72.1,78.2,-6.1,1.042,12,0.933,0.846,47.5,1.06,0.763,51.5,55.0,0.524,0.0,63,at_risk,1
NHPC-DIB-HYD-PKG-05A,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 5A - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-04,1957.0,51.3,86.8,-35.5,1.4,24,0.97,0.83,96.1,1.6,0.587,30.5,73.5,0.395,0.0,465,delayed,2
MORTH-ARN-FNT-PKG-05B,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 5B - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-04,1580.9,68.4,81.4,-13.0,1.147,12,0.939,0.949,41.9,0.7,0.913,32.9,59.1,0.463,0.0,143,delayed,2
NHPC-DIB-HYD-PKG-06C,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 6C - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-05,1509.0,86.2,93.4,-7.2,1.229,0,0.99,0.866,61.4,1.02,0.673,29.1,56.0,0.365,0.0,38,at_risk,1
MORTH-ARN-FNT-PKG-06D,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 6D - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-06,595.9,87.3,92.7,-5.4,1.333,0,0.91,0.903,69.8,1.66,0.736,40.5,59.2,0.463,0.0,68,at_risk,1
NHPC-DIB-HYD-PKG-07E,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 7E - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-07,1254.7,69.3,73.6,-4.3,1.031,0,0.966,0.845,97.3,1.69,0.554,19.0,73.7,0.445,0.0,68,at_risk,1
MORTH-ARN-FNT-PKG-07F,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 7F - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-10,3161.9,60.9,81.3,-20.4,1.383,0,0.966,0.99,93.9,1.18,0.555,44.7,64.1,0.485,0.0,342,delayed,2
NHPC-DIB-HYD-PKG-08G,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 8G - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-14,3372.9,69.0,73.4,-4.4,1.169,0,0.951,0.798,88.4,2.1,0.619,21.4,58.7,0.284,0.0,44,at_risk,1
MORTH-ARN-FNT-PKG-08H,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 8H - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-14,4787.2,55.8,80.3,-24.5,1.683,0,0.907,0.923,50.6,0.83,0.809,48.4,73.8,0.443,0.0,441,delayed,2
NHPC-DIB-HYD-PKG-09A,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 9A - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-14,3307.4,33.1,40.3,-7.2,1.351,0,0.932,0.828,60.8,1.78,0.565,26.5,73.8,0.364,0.0,51,at_risk,1
MORTH-ARN-FNT-PKG-09B,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 9B - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-14,467.9,64.5,88.2,-23.7,1.334,0,0.957,0.787,71.7,1.32,0.793,25.1,58.3,0.456,0.0,542,delayed,2
NHPC-DIB-HYD-PKG-10C,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 10C - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-15,1371.0,20.1,33.4,-13.3,1.421,6,0.968,0.883,58.8,1.52,0.736,15.0,73.9,0.399,0.0,88,at_risk,1
MORTH-ARN-FNT-PKG-10D,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 10D - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-16,4642.5,76.2,82.4,-6.2,1.182,0,0.99,0.91,76.1,1.48,0.58,27.0,57.1,0.485,0.0,77,at_risk,1
NHPC-DIB-HYD-PKG-11E,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 11E - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-16,2446.4,36.1,49.2,-13.1,1.116,6,0.941,0.826,92.8,1.81,0.668,32.9,56.5,0.321,0.0,47,at_risk,1
MORTH-ARN-FNT-PKG-11F,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 11F - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-16,5100.6,33.0,35.7,-2.7,0.989,2,0.957,0.837,88.9,0.99,0.687,49.3,62.6,0.519,0.0,2,on_track,0
NHPC-DIB-HYD-PKG-12G,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 12G - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-18,2371.8,39.2,38.7,0.5,1.013,0,0.93,0.912,47.5,1.66,0.662,20.5,67.4,0.307,0.0,14,on_track,0
MORTH-ARN-FNT-PKG-12H,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 12H - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-19,1863.7,81.9,91.4,-9.5,1.201,0,0.937,0.891,68.5,1.27,0.595,49.5,71.7,0.533,0.0,62,at_risk,1
NHPC-DIB-HYD-PKG-13A,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 13A - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-19,2513.7,33.3,40.8,-7.5,1.282,0,0.99,0.792,50.2,1.51,0.674,33.2,55.6,0.324,0.0,62,at_risk,1
MORTH-ARN-FNT-PKG-13B,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 13B - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-22,3817.0,60.5,61.0,-0.5,1.158,6,0.961,0.801,97.1,0.99,0.738,53.7,72.7,0.492,0.0,40,at_risk,1
NHPC-DIB-HYD-PKG-14C,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 14C - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-22,1579.5,32.3,41.3,-9.0,1.211,2,0.956,0.856,92.6,1.67,0.758,33.9,55.2,0.326,0.0,59,at_risk,1
MORTH-ARN-FNT-PKG-14D,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 14D - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-22,2494.5,62.6,88.4,-25.8,1.309,2,0.958,0.941,51.6,1.54,0.841,22.4,61.5,0.408,0.0,544,delayed,2
NHPC-DIB-HYD-PKG-15E,"Dibang Multipurpose Hydroelectric Project (2,880 MW) (Pkg 15E - Arunachal Pradesh)",Power,Arunachal Pradesh,L&T Construction,NHPC,Ministry of Power,2017-07-22,670.3,43.5,49.7,-6.2,1.065,2,0.953,0.954,84.6,2.2,0.533,23.3,58.8,0.244,0.0,39,at_risk,1
MORTH-ARN-FNT-PKG-15F,Arunachal Frontier Highway (NH-913 Mago-Thingbu) (Pkg 15F - Arunachal Pradesh),Highways,Arunachal Pradesh,Patel Engineering,BRO / NHIDCL,MoRTH,2017-07-26,3792.7,41.0,52.6,-11.6,1.134,2,0.931,0.829,59.2,0.9,0.751,35.6,58.4,0.465,0.0,85,at_risk,1
NRL-EXP-NUM-PKG-01A,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 1A - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-07-26,1046.4,53.2,61.1,-7.9,1.139,12,0.642,0.948,96.4,1.12,0.645,19.4,60.3,0.341,0.0,65,at_risk,1
NHPC-SUB-LOW-PKG-01B,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 1B - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-07-27,1198.4,55.6,60.3,-4.7,1.064,2,0.676,0.948,57.8,2.16,0.568,19.3,65.9,0.406,0.0,76,at_risk,1
NFR-BOG-DBL-PKG-01C,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 1C - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-07-28,4236.3,50.9,65.2,-14.3,1.356,0,0.668,0.915,36.1,0.79,0.695,27.3,58.9,0.313,0.0,241,delayed,2
NHAI-GWH-RNG-PKG-01D,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 1D - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-07-31,2042.2,33.7,39.8,-6.1,1.096,2,0.68,0.917,53.4,1.26,0.826,26.6,65.6,0.469,0.0,50,at_risk,1
NRL-EXP-NUM-PKG-02E,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 2E - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-07-31,3916.6,42.0,46.7,-4.7,0.94,0,0.731,0.901,87.9,1.56,0.63,30.9,61.8,0.272,0.0,14,on_track,0
NHPC-SUB-LOW-PKG-02F,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 2F - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-07-31,3065.0,42.1,67.7,-25.6,1.623,6,0.621,0.925,87.8,1.69,0.689,21.9,71.5,0.308,0.0,390,delayed,2
NFR-BOG-DBL-PKG-02G,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 2G - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-07-31,605.2,35.3,54.2,-18.9,1.419,2,0.753,0.93,73.4,1.29,0.837,39.1,63.5,0.469,0.0,392,delayed,2
NHAI-GWH-RNG-PKG-02H,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 2H - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-07-31,4598.7,59.4,73.9,-14.5,1.574,0,0.654,0.93,72.2,1.46,0.608,37.5,60.1,0.448,0.0,289,delayed,2
NRL-EXP-NUM-PKG-03A,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 3A - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-01,1373.4,34.1,42.4,-8.3,1.143,6,0.664,0.927,71.6,1.58,0.722,25.9,68.7,0.251,0.0,55,at_risk,1
NHPC-SUB-LOW-PKG-03B,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 3B - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-02,2068.2,80.8,94.6,-13.8,1.138,6,0.674,0.97,75.7,1.04,0.68,17.9,68.0,0.308,0.0,42,at_risk,1
NFR-BOG-DBL-PKG-03C,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 3C - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-02,3505.6,22.2,36.3,-14.1,1.143,2,0.599,0.896,42.2,1.11,0.933,65.7,68.3,0.497,0.0,370,delayed,2
NHAI-GWH-RNG-PKG-03D,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 3D - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-02,4229.2,84.9,92.0,-7.1,1.584,0,0.695,0.966,89.6,2.19,0.79,48.5,69.5,0.42,0.0,241,delayed,2
NRL-EXP-NUM-PKG-04E,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 4E - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-03,4867.8,77.3,85.8,-8.5,1.26,0,0.634,0.99,81.0,1.15,0.789,25.4,68.3,0.297,0.0,74,at_risk,1
NHPC-SUB-LOW-PKG-04F,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 4F - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-04,4373.9,49.2,62.0,-12.8,1.729,18,0.6,0.949,75.1,1.1,0.558,32.8,61.0,0.361,0.0,499,delayed,2
NFR-BOG-DBL-PKG-04G,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 4G - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-05,718.4,53.6,79.6,-26.0,1.308,0,0.637,0.928,35.7,1.94,0.587,42.2,74.5,0.395,0.0,473,delayed,2
NHAI-GWH-RNG-PKG-04H,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 4H - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-06,2570.2,79.5,92.9,-13.4,1.499,6,0.747,0.903,52.1,0.86,0.859,25.5,67.6,0.492,0.0,350,delayed,2
NRL-EXP-NUM-PKG-05A,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 5A - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-07,3620.8,66.9,69.6,-2.7,1.377,0,0.673,0.99,64.4,1.88,0.708,18.2,59.7,0.424,0.0,205,delayed,2
NHPC-SUB-LOW-PKG-05B,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 5B - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-07,5027.7,69.2,80.1,-10.9,1.096,0,0.646,0.954,37.4,1.56,0.738,18.3,65.9,0.379,0.0,36,at_risk,1
NFR-BOG-DBL-PKG-05C,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 5C - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-07,3660.5,38.0,60.8,-22.8,1.666,12,0.637,0.99,70.8,1.78,0.799,52.1,62.3,0.318,0.0,244,delayed,2
NHAI-GWH-RNG-PKG-05D,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 5D - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-07,4821.9,34.1,40.1,-6.0,1.248,6,0.682,0.985,94.7,2.16,0.728,31.6,71.7,0.471,0.0,88,at_risk,1
NRL-EXP-NUM-PKG-06E,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 6E - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-08,1898.3,40.0,52.6,-12.6,1.18,2,0.675,0.924,97.9,1.24,0.623,20.7,56.2,0.275,0.0,60,at_risk,1
NHPC-SUB-LOW-PKG-06F,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 6F - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-08,4696.6,38.2,60.3,-22.1,1.871,36,0.675,0.99,30.0,1.6,0.572,23.3,67.3,0.215,0.0,427,delayed,2
NFR-BOG-DBL-PKG-06G,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 6G - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-08,3170.8,65.6,89.4,-23.8,1.316,0,0.658,0.86,38.9,1.26,0.899,56.0,58.3,0.53,0.0,547,delayed,2
NHAI-GWH-RNG-PKG-06H,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 6H - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-09,3248.2,76.1,80.0,-3.9,1.561,2,0.76,0.967,40.4,0.92,0.694,40.5,72.6,0.506,0.0,520,delayed,2
NRL-EXP-NUM-PKG-07A,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 7A - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-10,1616.3,68.0,76.8,-8.8,1.321,12,0.74,0.99,84.8,1.08,0.618,15.9,73.8,0.384,0.0,38,at_risk,1
NHPC-SUB-LOW-PKG-07B,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 7B - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-12,4635.5,50.5,58.4,-7.9,1.193,2,0.696,0.926,53.9,2.0,0.495,18.2,55.3,0.402,0.0,74,at_risk,1
NFR-BOG-DBL-PKG-07C,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 7C - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-12,4657.1,12.8,31.7,-18.9,1.597,0,0.656,0.938,61.0,0.72,0.845,59.9,71.4,0.293,0.0,183,delayed,2
NHAI-GWH-RNG-PKG-07D,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 7D - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-13,1546.0,75.0,81.3,-6.3,1.194,0,0.668,0.948,90.6,0.91,0.687,21.5,63.3,0.449,0.0,35,at_risk,1
NRL-EXP-NUM-PKG-08E,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 8E - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-13,4408.8,72.6,82.3,-9.7,1.238,0,0.744,0.985,60.9,0.9,0.559,17.7,58.7,0.318,0.0,77,at_risk,1
NHPC-SUB-LOW-PKG-08F,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 8F - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-14,1881.3,77.8,83.6,-5.8,1.39,0,0.675,0.88,31.8,1.51,0.598,35.1,65.4,0.302,0.0,52,at_risk,1
NFR-BOG-DBL-PKG-08G,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 8G - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-15,1876.6,53.5,56.7,-3.2,1.272,0,0.704,0.926,41.9,0.85,0.846,47.0,57.5,0.357,0.0,73,at_risk,1
NHAI-GWH-RNG-PKG-08H,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 8H - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-15,1371.3,75.6,83.5,-7.9,1.333,6,0.669,0.925,41.9,0.74,0.863,47.8,61.6,0.39,0.0,87,at_risk,1
NRL-EXP-NUM-PKG-09A,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 9A - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-15,1634.3,66.0,86.5,-20.5,1.712,0,0.707,0.904,36.8,0.93,0.522,28.1,71.0,0.266,0.0,409,delayed,2
NHPC-SUB-LOW-PKG-09B,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 9B - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-15,617.1,25.6,35.1,-9.5,1.384,12,0.739,0.99,52.7,1.72,0.835,29.3,74.2,0.339,0.0,530,delayed,2
NFR-BOG-DBL-PKG-09C,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 9C - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-16,531.1,40.3,39.6,0.7,1.135,2,0.723,0.922,88.3,1.9,0.908,27.7,72.3,0.352,0.0,65,at_risk,1
NHAI-GWH-RNG-PKG-09D,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 9D - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-16,3822.7,64.9,67.0,-2.1,0.953,0,0.726,0.99,74.3,1.84,0.761,21.4,74.9,0.548,0.0,8,on_track,0
NRL-EXP-NUM-PKG-10E,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 10E - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-16,3305.6,79.7,82.9,-3.2,1.057,2,0.633,0.94,55.0,1.57,0.815,16.8,66.5,0.504,0.0,12,on_track,0
NHPC-SUB-LOW-PKG-10F,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 10F - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-17,1525.9,50.7,54.1,-3.4,1.145,6,0.656,0.948,53.1,1.8,0.562,17.5,63.2,0.352,0.0,21,on_track,0
NFR-BOG-DBL-PKG-10G,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 10G - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-19,828.1,23.4,34.6,-11.2,1.191,0,0.621,0.858,64.7,1.09,0.79,26.2,69.7,0.438,0.0,85,at_risk,1
NHAI-GWH-RNG-PKG-10H,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 10H - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-19,2224.4,77.5,93.0,-15.5,1.531,0,0.644,0.934,74.9,1.08,0.583,25.3,64.9,0.499,0.0,115,delayed,2
NRL-EXP-NUM-PKG-11A,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 11A - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-20,4967.3,21.2,42.1,-20.9,1.544,0,0.688,0.886,43.9,1.03,0.673,25.4,61.1,0.257,0.0,442,delayed,2
NHPC-SUB-LOW-PKG-11B,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 11B - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-20,442.3,25.7,38.5,-12.8,1.169,6,0.717,0.987,70.5,0.67,0.73,26.5,62.2,0.331,0.0,47,at_risk,1
NFR-BOG-DBL-PKG-11C,Bogibeel Rail-cum-Road 2nd Line & Terminal (Pkg 11C - Assam),Railways,Assam,Hindustan Construction Co.,Northeast Frontier Railway,Ministry of Railways,2017-08-22,944.5,58.2,74.6,-16.4,1.074,6,0.72,0.99,95.2,2.2,0.84,37.3,69.4,0.42,0.0,83,at_risk,1
NHAI-GWH-RNG-PKG-11D,Guwahati Ring Expressway & Deepor Beel Bypass (Pkg 11D - Assam),Highways,Assam,Dilip Buildcon Ltd.,NHAI,MoRTH,2017-08-23,5060.5,47.1,66.7,-19.6,1.322,18,0.76,0.957,73.4,1.9,0.789,34.5,56.7,0.433,0.0,366,delayed,2
NRL-EXP-NUM-PKG-12E,Numaligarh Refinery Expansion Project (10 MMTPA) (Pkg 12E - Assam),Power,Assam,Tata Projects,NRL / MoPNG,Ministry of Petroleum,2017-08-23,4772.0,51.0,55.5,-4.5,1.185,2,0.669,0.99,44.5,1.43,0.722,22.6,61.2,0.427,0.0,49,at_risk,1
NHPC-SUB-LOW-PKG-12F,"Subansiri Lower Hydroelectric (2,000 MW Gerukamukh) (Pkg 12F - Assam)",Power,Assam,L&T Construction,NHPC,Ministry of Power,2017-08-24,2835.5,82.8,90.5,-7.7,1.151,12,0.699,0.972,52.7,1.84,0.635,27.7,57.9,0.353,0.0,84,at_risk,1
